Unnamed: 0,merged_idx,logic_id,file_path,label,label_localIndex,source,label_globalIndex,is_overlap,predict_global_label_A,predict_global_label_B
270,270,270,animal_2/party_A/dataset_split/val/dog/dogs_00818.jpg,dog,1,1,1,1,0,4
271,271,271,animal_2/party_A/dataset_split/val/dog/dogs_00197.jpg,dog,1,1,1,1,5,4
272,272,272,animal_2/party_A/dataset_split/val/dog/dogs_00539.jpg,dog,1,1,1,1,1,3
273,273,273,animal_2/party_A/dataset_split/val/dog/dogs_00018.jpg,dog,1,1,1,1,1,1
274,274,274,animal_2/party_A/dataset_split/val/dog/dogs_00473.jpg,dog,1,1,1,1,1,1
275,275,275,animal_2/party_A/dataset_split/val/dog/dogs_00673.jpg,dog,1,1,1,1,1,4
276,276,276,animal_2/party_A/dataset_split/val/dog/dogs_00962.jpg,dog,1,1,1,1,1,3
277,277,277,animal_2/party_A/dataset_split/val/dog/dogs_00071.jpg,dog,1,1,1,1,1,1
278,278,278,animal_2/party_A/dataset_split/val/dog/dogs_00481.jpg,dog,1,1,1,1,1,3
279,279,279,animal_2/party_A/dataset_split/val/dog/dogs_00013.jpg,dog,1,1,1,1,1,1
280,280,280,animal_2/party_A/dataset_split/val/dog/dogs_00045.jpg,dog,1,1,1,1,1,2
281,281,281,animal_2/party_A/dataset_split/val/dog/dogs_00756.jpg,dog,1,1,1,1,1,1
282,282,282,animal_2/party_A/dataset_split/val/dog/dogs_00112.jpg,dog,1,1,1,1,1,0
283,283,283,animal_2/party_A/dataset_split/val/dog/dogs_00154.jpg,dog,1,1,1,1,1,2
284,284,284,animal_2/party_A/dataset_split/val/dog/dogs_00436.jpg,dog,1,1,1,1,1,2
285,285,285,animal_2/party_A/dataset_split/val/dog/dogs_00428.jpg,dog,1,1,1,1,1,3
286,286,286,animal_2/party_A/dataset_split/val/dog/dogs_00160.jpg,dog,1,1,1,1,1,2
287,287,287,animal_2/party_A/dataset_split/val/dog/dogs_00842.jpg,dog,1,1,1,1,1,1
288,288,288,animal_2/party_A/dataset_split/val/dog/dogs_00451.jpg,dog,1,1,1,1,1,3
289,289,289,animal_2/party_A/dataset_split/val/dog/dogs_00061.jpg,dog,1,1,1,1,1,2
290,290,290,animal_2/party_A/dataset_split/val/dog/dogs_00418.jpg,dog,1,1,1,1,1,4
291,291,291,animal_2/party_A/dataset_split/val/dog/dogs_00692.jpg,dog,1,1,1,1,1,1
292,292,292,animal_2/party_A/dataset_split/val/dog/dogs_00227.jpg,dog,1,1,1,1,1,4
293,293,293,animal_2/party_A/dataset_split/val/dog/dogs_00315.jpg,dog,1,1,1,1,1,1
294,294,294,animal_2/party_A/dataset_split/val/dog/dogs_00319.jpg,dog,1,1,1,1,0,1
295,295,295,animal_2/party_A/dataset_split/val/dog/dogs_00542.jpg,dog,1,1,1,1,0,4
296,296,296,animal_2/party_A/dataset_split/val/dog/dogs_00356.jpg,dog,1,1,1,1,1,4
297,297,297,animal_2/party_A/dataset_split/val/dog/dogs_00056.jpg,dog,1,1,1,1,1,1
298,298,298,animal_2/party_A/dataset_split/val/dog/dogs_00440.jpg,dog,1,1,1,1,1,2
299,299,299,animal_2/party_A/dataset_split/val/dog/dogs_00401.jpg,dog,1,1,1,1,1,2
300,300,300,animal_2/party_A/dataset_split/val/dog/dogs_00200.jpg,dog,1,1,1,1,1,1
301,301,301,animal_2/party_A/dataset_split/val/dog/dogs_00873.jpg,dog,1,1,1,1,1,4
302,302,302,animal_2/party_A/dataset_split/val/dog/dogs_00081.jpg,dog,1,1,1,1,1,4
303,303,303,animal_2/party_A/dataset_split/val/dog/dogs_00729.jpg,dog,1,1,1,1,0,3
304,304,304,animal_2/party_A/dataset_split/val/dog/dogs_00609.jpg,dog,1,1,1,1,1,3
305,305,305,animal_2/party_A/dataset_split/val/dog/dogs_00342.jpg,dog,1,1,1,1,1,3
306,306,306,animal_2/party_A/dataset_split/val/dog/dogs_00055.jpg,dog,1,1,1,1,1,4
307,307,307,animal_2/party_A/dataset_split/val/dog/dogs_00922.jpg,dog,1,1,1,1,1,2
308,308,308,animal_2/party_A/dataset_split/val/dog/dogs_00661.jpg,dog,1,1,1,1,1,0
309,309,309,animal_2/party_A/dataset_split/val/dog/dogs_00714.jpg,dog,1,1,1,1,1,2
310,310,310,animal_2/party_A/dataset_split/val/dog/dogs_00654.jpg,dog,1,1,1,1,1,3
311,311,311,animal_2/party_A/dataset_split/val/dog/dogs_00793.jpg,dog,1,1,1,1,1,1
312,312,312,animal_2/party_A/dataset_split/val/dog/dogs_00507.jpg,dog,1,1,1,1,1,2
313,313,313,animal_2/party_A/dataset_split/val/dog/dogs_00840.jpg,dog,1,1,1,1,1,3
314,314,314,animal_2/party_A/dataset_split/val/dog/dogs_00634.jpg,dog,1,1,1,1,1,4
315,315,315,animal_2/party_A/dataset_split/val/dog/dogs_00074.jpg,dog,1,1,1,1,1,2
316,316,316,animal_2/party_A/dataset_split/val/dog/dogs_00600.jpg,dog,1,1,1,1,1,4
317,317,317,animal_2/party_A/dataset_split/val/dog/dogs_00736.jpg,dog,1,1,1,1,1,3
318,318,318,animal_2/party_A/dataset_split/val/dog/dogs_00058.jpg,dog,1,1,1,1,1,3
319,319,319,animal_2/party_A/dataset_split/val/dog/dogs_00809.jpg,dog,1,1,1,1,1,4
320,320,320,animal_2/party_A/dataset_split/val/dog/dogs_00572.jpg,dog,1,1,1,1,1,3
321,321,321,animal_2/party_A/dataset_split/val/dog/dogs_00948.jpg,dog,1,1,1,1,1,3
322,322,322,animal_2/party_A/dataset_split/val/dog/dogs_00469.jpg,dog,1,1,1,1,1,2
323,323,323,animal_2/party_A/dataset_split/val/dog/dogs_00651.jpg,dog,1,1,1,1,1,4
324,324,324,animal_2/party_A/dataset_split/val/dog/dogs_00759.jpg,dog,1,1,1,1,1,2
325,325,325,animal_2/party_A/dataset_split/val/dog/dogs_00911.jpg,dog,1,1,1,1,1,1
326,326,326,animal_2/party_A/dataset_split/val/dog/dogs_00794.jpg,dog,1,1,1,1,1,1
327,327,327,animal_2/party_A/dataset_split/val/dog/dogs_00680.jpg,dog,1,1,1,1,1,4
328,328,328,animal_2/party_A/dataset_split/val/dog/dogs_00917.jpg,dog,1,1,1,1,1,1
329,329,329,animal_2/party_A/dataset_split/val/dog/dogs_00175.jpg,dog,1,1,1,1,0,0
330,330,330,animal_2/party_A/dataset_split/val/dog/dogs_00885.jpg,dog,1,1,1,1,1,3
331,331,331,animal_2/party_A/dataset_split/val/dog/dogs_00324.jpg,dog,1,1,1,1,1,4
332,332,332,animal_2/party_A/dataset_split/val/dog/dogs_00852.jpg,dog,1,1,1,1,1,4
333,333,333,animal_2/party_A/dataset_split/val/dog/dogs_00069.jpg,dog,1,1,1,1,1,3
334,334,334,animal_2/party_A/dataset_split/val/dog/dogs_00694.jpg,dog,1,1,1,1,0,4
335,335,335,animal_2/party_A/dataset_split/val/dog/dogs_00357.jpg,dog,1,1,1,1,1,1
336,336,336,animal_2/party_A/dataset_split/val/dog/dogs_00953.jpg,dog,1,1,1,1,1,3
337,337,337,animal_2/party_A/dataset_split/val/dog/dogs_00441.jpg,dog,1,1,1,1,1,2
338,338,338,animal_2/party_A/dataset_split/val/dog/dogs_00755.jpg,dog,1,1,1,1,1,3
339,339,339,animal_2/party_A/dataset_split/val/dog/dogs_00122.jpg,dog,1,1,1,1,1,0
340,340,340,animal_2/party_A/dataset_split/val/dog/dogs_00771.jpg,dog,1,1,1,1,1,2
341,341,341,animal_2/party_A/dataset_split/val/dog/dogs_00585.jpg,dog,1,1,1,1,1,3
342,342,342,animal_2/party_A/dataset_split/val/dog/dogs_00163.jpg,dog,1,1,1,1,1,3
343,343,343,animal_2/party_A/dataset_split/val/dog/dogs_00780.jpg,dog,1,1,1,1,1,2
344,344,344,animal_2/party_A/dataset_split/val/dog/dogs_00782.jpg,dog,1,1,1,1,1,3
345,345,345,animal_2/party_A/dataset_split/val/dog/dogs_00708.jpg,dog,1,1,1,1,1,2
346,346,346,animal_2/party_A/dataset_split/val/dog/dogs_00768.jpg,dog,1,1,1,1,1,1
347,347,347,animal_2/party_A/dataset_split/val/dog/dogs_00535.jpg,dog,1,1,1,1,1,3
348,348,348,animal_2/party_A/dataset_split/val/dog/dogs_00627.jpg,dog,1,1,1,1,1,1
349,349,349,animal_2/party_A/dataset_split/val/dog/dogs_00547.jpg,dog,1,1,1,1,1,4
350,350,350,animal_2/party_A/dataset_split/val/dog/dogs_00563.jpg,dog,1,1,1,1,1,1
351,351,351,animal_2/party_A/dataset_split/val/dog/dogs_00726.jpg,dog,1,1,1,1,1,3
352,352,352,animal_2/party_A/dataset_split/val/dog/dogs_00947.jpg,dog,1,1,1,1,1,2
353,353,353,animal_2/party_A/dataset_split/val/dog/dogs_00322.jpg,dog,1,1,1,1,0,2
354,354,354,animal_2/party_A/dataset_split/val/dog/dogs_00270.jpg,dog,1,1,1,1,1,2
355,355,355,animal_2/party_A/dataset_split/val/dog/dogs_00026.jpg,dog,1,1,1,1,1,3
356,356,356,animal_2/party_A/dataset_split/val/dog/dogs_00765.jpg,dog,1,1,1,1,1,3
357,357,357,animal_2/party_A/dataset_split/val/dog/dogs_00845.jpg,dog,1,1,1,1,1,3
358,358,358,animal_2/party_A/dataset_split/val/dog/dogs_00402.jpg,dog,1,1,1,1,1,3
359,359,359,animal_2/party_A/dataset_split/val/dog/dogs_00841.jpg,dog,1,1,1,1,1,1
360,360,360,animal_2/party_A/dataset_split/val/dog/dogs_00500.jpg,dog,1,1,1,1,1,1
361,361,361,animal_2/party_A/dataset_split/val/dog/dogs_00206.jpg,dog,1,1,1,1,1,4
362,362,362,animal_2/party_A/dataset_split/val/dog/dogs_00934.jpg,dog,1,1,1,1,1,3
363,363,363,animal_2/party_A/dataset_split/val/dog/dogs_00292.jpg,dog,1,1,1,1,1,1
364,364,364,animal_2/party_A/dataset_split/val/dog/dogs_00044.jpg,dog,1,1,1,1,1,4
365,365,365,animal_2/party_A/dataset_split/val/dog/dogs_00259.jpg,dog,1,1,1,1,1,3
366,366,366,animal_2/party_A/dataset_split/val/dog/dogs_00269.jpg,dog,1,1,1,1,0,2
367,367,367,animal_2/party_A/dataset_split/val/dog/dogs_00108.jpg,dog,1,1,1,1,1,1
368,368,368,animal_2/party_A/dataset_split/val/dog/dogs_00660.jpg,dog,1,1,1,1,1,1
369,369,369,animal_2/party_A/dataset_split/val/dog/dogs_00518.jpg,dog,1,1,1,1,1,3
370,370,370,animal_2/party_A/dataset_split/val/dog/dogs_00820.jpg,dog,1,1,1,1,1,3
371,371,371,animal_2/party_A/dataset_split/val/dog/dogs_00390.jpg,dog,1,1,1,1,0,1
372,372,372,animal_2/party_A/dataset_split/val/dog/dogs_00669.jpg,dog,1,1,1,1,1,1
373,373,373,animal_2/party_A/dataset_split/val/dog/dogs_00616.jpg,dog,1,1,1,1,0,1
374,374,374,animal_2/party_A/dataset_split/val/dog/dogs_00640.jpg,dog,1,1,1,1,1,2
375,375,375,animal_2/party_A/dataset_split/val/dog/dogs_00944.jpg,dog,1,1,1,1,1,2
376,376,376,animal_2/party_A/dataset_split/val/dog/dogs_00186.jpg,dog,1,1,1,1,1,4
377,377,377,animal_2/party_A/dataset_split/val/dog/dogs_00567.jpg,dog,1,1,1,1,1,4
378,378,378,animal_2/party_A/dataset_split/val/dog/dogs_00821.jpg,dog,1,1,1,1,1,2
379,379,379,animal_2/party_A/dataset_split/val/dog/dogs_00987.jpg,dog,1,1,1,1,1,2
380,380,380,animal_2/party_A/dataset_split/val/dog/dogs_00235.jpg,dog,1,1,1,1,1,4
381,381,381,animal_2/party_A/dataset_split/val/dog/dogs_00443.jpg,dog,1,1,1,1,1,4
382,382,382,animal_2/party_A/dataset_split/val/dog/dogs_00825.jpg,dog,1,1,1,1,1,2
383,383,383,animal_2/party_A/dataset_split/val/dog/dogs_00750.jpg,dog,1,1,1,1,1,4
384,384,384,animal_2/party_A/dataset_split/val/dog/dogs_00164.jpg,dog,1,1,1,1,0,3
385,385,385,animal_2/party_A/dataset_split/val/dog/dogs_00362.jpg,dog,1,1,1,1,1,3
386,386,386,animal_2/party_A/dataset_split/val/dog/dogs_00910.jpg,dog,1,1,1,1,0,3
387,387,387,animal_2/party_A/dataset_split/val/dog/dogs_00621.jpg,dog,1,1,1,1,1,1
388,388,388,animal_2/party_A/dataset_split/val/dog/dogs_00626.jpg,dog,1,1,1,1,1,1
389,389,389,animal_2/party_A/dataset_split/val/dog/dogs_00662.jpg,dog,1,1,1,1,1,1
390,390,390,animal_2/party_A/dataset_split/val/dog/dogs_00295.jpg,dog,1,1,1,1,1,1
391,391,391,animal_2/party_A/dataset_split/val/dog/dogs_00264.jpg,dog,1,1,1,1,1,3
392,392,392,animal_2/party_A/dataset_split/val/dog/dogs_00592.jpg,dog,1,1,1,1,1,3
393,393,393,animal_2/party_A/dataset_split/val/dog/dogs_00253.jpg,dog,1,1,1,1,1,3
394,394,394,animal_2/party_A/dataset_split/val/dog/dogs_00670.jpg,dog,1,1,1,1,1,4
395,395,395,animal_2/party_A/dataset_split/val/dog/dogs_00375.jpg,dog,1,1,1,1,1,2
396,396,396,animal_2/party_A/dataset_split/val/dog/dogs_00554.jpg,dog,1,1,1,1,1,3
397,397,397,animal_2/party_A/dataset_split/val/dog/dogs_00735.jpg,dog,1,1,1,1,1,1
398,398,398,animal_2/party_A/dataset_split/val/dog/dogs_00971.jpg,dog,1,1,1,1,1,3
399,399,399,animal_2/party_A/dataset_split/val/dog/dogs_00019.jpg,dog,1,1,1,1,1,3
400,600,0,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004795.jpg,cat,0,2,0,1,0,0
401,601,1,animal_2/party_B/dataset_split/val/cat/pixabay_cat_001892.jpg,cat,0,2,0,1,0,0
402,602,2,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002849.jpg,cat,0,2,0,1,0,0
403,603,3,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004220.jpg,cat,0,2,0,1,0,0
404,604,4,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002466.jpg,cat,0,2,0,1,0,0
405,605,5,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003433.jpg,cat,0,2,0,1,0,0
406,606,6,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003673.jpg,cat,0,2,0,1,0,0
407,607,7,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002451.jpg,cat,0,2,0,1,0,0
408,608,8,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003832.jpg,cat,0,2,0,1,0,0
409,609,9,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004565.jpg,cat,0,2,0,1,0,0
410,610,10,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002080.jpg,cat,0,2,0,1,0,0
411,611,11,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002790.jpg,cat,0,2,0,1,0,0
412,612,12,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004057.jpg,cat,0,2,0,1,0,0
413,613,13,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004210.jpg,cat,0,2,0,1,0,0
414,614,14,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002768.jpg,cat,0,2,0,1,0,0
415,615,15,animal_2/party_B/dataset_split/val/cat/pixabay_cat_000302.jpg,cat,0,2,0,1,0,0
416,616,16,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004614.jpg,cat,0,2,0,1,0,0
417,617,17,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002203.jpg,cat,0,2,0,1,0,0
418,618,18,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002304.jpg,cat,0,2,0,1,0,0
419,619,19,animal_2/party_B/dataset_split/val/cat/pixabay_cat_000070.jpg,cat,0,2,0,1,0,0
420,620,20,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002758.jpg,cat,0,2,0,1,0,0
421,621,21,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003869.jpg,cat,0,2,0,1,0,0
422,622,22,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002231.jpg,cat,0,2,0,1,0,0
423,623,23,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004050.jpg,cat,0,2,0,1,0,0
424,624,24,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004435.jpg,cat,0,2,0,1,0,0
425,625,25,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002916.jpg,cat,0,2,0,1,0,0
426,626,26,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002462.jpg,cat,0,2,0,1,0,0
427,627,27,animal_2/party_B/dataset_split/val/cat/pixabay_cat_001875.jpg,cat,0,2,0,1,0,0
428,628,28,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003936.jpg,cat,0,2,0,1,0,0
429,629,29,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003472.jpg,cat,0,2,0,1,0,0
430,630,30,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004329.jpg,cat,0,2,0,1,0,0
431,631,31,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003049.jpg,cat,0,2,0,1,0,0
432,632,32,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003375.jpg,cat,0,2,0,1,0,0
433,633,33,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002973.jpg,cat,0,2,0,1,0,0
434,634,34,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003547.jpg,cat,0,2,0,1,0,0
435,635,35,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003653.jpg,cat,0,2,0,1,0,0
436,636,36,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003575.jpg,cat,0,2,0,1,0,0
437,637,37,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004231.jpg,cat,0,2,0,1,0,0
438,638,38,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004464.jpg,cat,0,2,0,1,0,0
439,639,39,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003685.jpg,cat,0,2,0,1,0,0
440,640,40,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004075.jpg,cat,0,2,0,1,0,0
441,641,41,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002870.jpg,cat,0,2,0,1,0,0
442,642,42,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002668.jpg,cat,0,2,0,1,0,0
443,643,43,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004425.jpg,cat,0,2,0,1,0,0
444,644,44,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002249.jpg,cat,0,2,0,1,0,0
445,645,45,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003191.jpg,cat,0,2,0,1,0,0
446,646,46,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002975.jpg,cat,0,2,0,1,0,0
447,647,47,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004345.jpg,cat,0,2,0,1,0,0
448,648,48,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002136.jpg,cat,0,2,0,1,0,0
449,649,49,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004093.jpg,cat,0,2,0,1,0,0
450,650,50,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004405.jpg,cat,0,2,0,1,0,0
451,651,51,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003589.jpg,cat,0,2,0,1,0,0
452,652,52,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004477.jpg,cat,0,2,0,1,0,0
453,653,53,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004636.jpg,cat,0,2,0,1,1,0
454,654,54,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004318.jpg,cat,0,2,0,1,0,0
455,655,55,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004532.jpg,cat,0,2,0,1,0,0
456,656,56,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002152.jpg,cat,0,2,0,1,0,0
457,657,57,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004162.jpg,cat,0,2,0,1,0,0
458,658,58,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002591.jpg,cat,0,2,0,1,0,0
459,659,59,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003088.jpg,cat,0,2,0,1,0,0
460,660,60,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004037.jpg,cat,0,2,0,1,0,0
461,661,61,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003376.jpg,cat,0,2,0,1,0,0
462,662,62,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004458.jpg,cat,0,2,0,1,0,0
463,663,63,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004719.jpg,cat,0,2,0,1,0,0
464,664,64,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004175.jpg,cat,0,2,0,1,0,0
465,665,65,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004472.jpg,cat,0,2,0,1,0,0
466,666,66,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004538.jpg,cat,0,2,0,1,0,0
467,667,67,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002938.jpg,cat,0,2,0,1,0,0
468,668,68,animal_2/party_B/dataset_split/val/cat/pixabay_cat_001929.jpg,cat,0,2,0,1,0,0
469,669,69,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002707.jpg,cat,0,2,0,1,0,0
470,670,70,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004423.jpg,cat,0,2,0,1,0,0
471,671,71,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002370.jpg,cat,0,2,0,1,0,0
472,672,72,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004652.jpg,cat,0,2,0,1,0,0
473,673,73,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004127.jpg,cat,0,2,0,1,0,0
474,674,74,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003736.jpg,cat,0,2,0,1,0,0
475,675,75,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003016.jpg,cat,0,2,0,1,0,0
476,676,76,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003781.jpg,cat,0,2,0,1,0,0
477,677,77,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002147.jpg,cat,0,2,0,1,0,0
478,678,78,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003807.jpg,cat,0,2,0,1,0,0
479,679,79,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004500.jpg,cat,0,2,0,1,0,0
480,680,80,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003403.jpg,cat,0,2,0,1,0,0
481,681,81,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003588.jpg,cat,0,2,0,1,0,0
482,682,82,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002229.jpg,cat,0,2,0,1,0,0
483,683,83,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002001.jpg,cat,0,2,0,1,0,0
484,684,84,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004013.jpg,cat,0,2,0,1,0,0
485,685,85,animal_2/party_B/dataset_split/val/cat/pixabay_cat_000840.jpg,cat,0,2,0,1,0,0
486,686,86,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002072.jpg,cat,0,2,0,1,0,0
487,687,87,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004443.jpg,cat,0,2,0,1,0,0
488,688,88,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004330.jpg,cat,0,2,0,1,0,0
489,689,89,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003917.jpg,cat,0,2,0,1,0,0
490,690,90,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004705.jpg,cat,0,2,0,1,0,0
491,691,91,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003450.jpg,cat,0,2,0,1,0,0
492,692,92,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003238.jpg,cat,0,2,0,1,0,0
493,693,93,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003276.jpg,cat,0,2,0,1,0,0
494,694,94,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004328.jpg,cat,0,2,0,1,0,0
495,695,95,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004380.jpg,cat,0,2,0,1,0,0
496,696,96,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002603.jpg,cat,0,2,0,1,0,0
497,697,97,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004350.jpg,cat,0,2,0,1,0,0
498,698,98,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004375.jpg,cat,0,2,0,1,0,0
499,699,99,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002153.jpg,cat,0,2,0,1,0,0
500,700,100,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003096.jpg,cat,0,2,0,1,0,0
501,701,101,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003048.jpg,cat,0,2,0,1,0,0
502,702,102,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004398.jpg,cat,0,2,0,1,0,0
503,703,103,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002004.jpg,cat,0,2,0,1,0,0
504,704,104,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003602.jpg,cat,0,2,0,1,0,0
505,705,105,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003271.jpg,cat,0,2,0,1,0,0
506,706,106,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003539.jpg,cat,0,2,0,1,0,0
507,707,107,animal_2/party_B/dataset_split/val/cat/pixabay_cat_001908.jpg,cat,0,2,0,1,0,0
508,708,108,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002509.jpg,cat,0,2,0,1,0,0
509,709,109,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004357.jpg,cat,0,2,0,1,0,0
510,710,110,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002425.jpg,cat,0,2,0,1,0,0
511,711,111,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004512.jpg,cat,0,2,0,1,0,0
512,712,112,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003165.jpg,cat,0,2,0,1,0,0
513,713,113,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002468.jpg,cat,0,2,0,1,0,0
514,714,114,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003662.jpg,cat,0,2,0,1,0,0
515,715,115,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003300.jpg,cat,0,2,0,1,0,0
516,716,116,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004379.jpg,cat,0,2,0,1,0,0
517,717,117,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003079.jpg,cat,0,2,0,1,0,0
518,718,118,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003384.jpg,cat,0,2,0,1,0,0
519,719,119,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003963.jpg,cat,0,2,0,1,0,0
520,720,120,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002898.jpg,cat,0,2,0,1,0,0
521,721,121,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004626.jpg,cat,0,2,0,1,0,0
522,722,122,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003937.jpg,cat,0,2,0,1,0,0
523,723,123,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002737.jpg,cat,0,2,0,1,0,0
524,724,124,animal_2/party_B/dataset_split/val/cat/pixabay_cat_002354.jpg,cat,0,2,0,1,0,0
525,725,125,animal_2/party_B/dataset_split/val/cat/pixabay_cat_003244.jpg,cat,0,2,0,1,0,0
526,726,126,animal_2/party_B/dataset_split/val/cat/pixabay_cat_004237.jpg,cat,0,2,0,1,0,0
527,727,127,animal_2/party_B/dataset_split/val/cat/pixabay_cat_001878.jpg,cat,0,2,0,1,0,0
